,Body ID,Headline,Stance
316,1551,পেরেসি গোল সমতা ফিরল ক্রোয়েশিয়া,unrelated
317,2857,বিজ দিবস সম্মান পে শিশুসাহিত্যিক অদ্বৈত মারুত,unrelated
318,2054,দাশ অ্যাম রেডি অপারেট বাড়ানো আহ্বান,agree
319,2263,গফরগাঁও মা কুপি হত্,agree
320,1393,জাবাল নূ পরিবহন ২ বা রুট পারমিট বাতিল,agree
321,1427,নিউইয়র্ অলবেনি ক্যাপিটল হিল উড় বাংলাদাশ পতাকা,agree
322,857,অবশাষ দীপিকা রণবী,unrelated
323,1629,বাপ্পাতানিয়া বি সম্পন্ন,unrelated
324,1453,তাড়াতাড়ি বি আলিয়ারণবী,unrelated
325,1280,ফাইনাল ভ মুখোমুখি বাংলাদেশ,agree
326,1846,ভারত সফ শাষ দাশ ফির হুসেইন মুহম্মদ এরশাদ,agree
327,473,ঢাকাস্থ ফুলবাড়িয়া সমিতি ইফ মাহফিল অনুষ্ঠিত,agree
328,4334,সুইড জি শাহীন ভবিষ্যদ্বাণী,unrelated
329,3518,জঙ্গি তত্ গুজব রটানো বন্ধ সতর্ক ই তিন নির্বাচন,agree
330,182,মধ্যরা শেষ ৩ নির্বাচন প্ প্রচারণা,agree
331,3770,পাবনা সড়ক দুর্ঘটনা বৃদ্ধ নি,agree
332,4404,পান্থপথ জঙ্গিবিরোধী অভি : প্রতিবেদন দাখিল ১৬ ম,agree
333,2709,‌মা চাষ বাড়া মৎস্যজীবীদ উৎসাহিত,unrelated
334,715,তথ্য দেয়া র‌্যাব সোর্স অপহরণ করলো মাদক ব্যবসায়ী,unrelated
335,4231,ব্যাংক এক মার্কিন ডলা দি নরফান্ড,agree
336,2541,বাংলাদেশ ব্যাং বিরুদ্ধ উল্টো মামলা হুম ফিলিপাইন,agree
337,1653,বরিশাল বিএন নেতাকর্মীদ হয়রানি নির্দেশ,unrelated
338,2680,বিশ্বকাপ সুযোগ পা অবসর ঘোষণা,unrelated
339,4058,ফান্ন খান ছ ট্রেলার ঐশ্বরিয়া ঝলক,unrelated
340,4556,ভারতী ভিসা ইটো থাক,agree
341,2526,জাসদ আওয়ামী লীগ মহাঐক্য : ইনু,agree
342,1417,কুকুর মাথা দাম ৫৬ লাখ টাকা,unrelated
343,1028,শা ছাত্রলীগ ১২ নেতাকর্মী বহিষ্কা,unrelated
344,1186,সোনালী ব্যাংক অচির আদর্শ ব্যাং পরিণত,agree
345,1424,মুকসুদপুর বিদ্যুৎস্পৃষ্ট এক কিশোর মৃত্যু,agree
346,973,গাজীপুর নিরাপদ সড় দা শিক্ষার্থীদ মহাসড়ক অবরোধ,agree
347,3568,ঢাকাটঙ্গী ৪র্থ লাইন টঙ্গীজয়দেবপু ডাবল লাইন নির্মাণ চুক্তি স্বাক্ষ,unrelated
348,3945,চাকফি পান দিক,unrelated
349,3914,আঞ্চলিক দ্বন্দ্ব: পবিপ্র সংঘর্ষ আ ২০,unrelated
350,1342,রোহিঙ্গাদ ঘর ফেরা চীন পাশ,agree
351,2424,খালেদাপুত্ কোকো দাশ ইয়া আমদানি করেছিলেন: খালিদ মাহমুদ,agree
352,2644,নাগরিকপঞ্জি মন্তব্য জ মম বিরুদ্ধ মামলা,agree
353,1218,চিকিৎসাধীন অবস্থা কয়েদি মৃত্যু,unrelated
354,561,মাদ গডফাদারদ শাস্তি মৃত্যুদণ্ড,unrelated
355,3448,লঘুচাপ বাড় গরম দুএক দিন বৃষ্ সম্ভাব,unrelated
356,510,বাজেট ৪ লাখ ৬৮ টাকা :অর্থমন্ত্রী,unrelated
357,2385,কোরিয়া হারি শেষ ষোলো দ্বারপ্রান্ মেক্সিকো,agree
358,3924,কাওরান বাজার পোশাক শ্রমিকদ বিক্ষোভ,unrelated
359,503,কানাডায় সড়ক দুর্ঘটনায় বাংলাদেশি তরুণী নি,agree
360,4080,চ্যাম্পিয়ন হ হাতছানি মেয়াদ,unrelated
361,990,যৌন নিপীড়ন: কু শিক্ষক সাময়িক বরখাস্ত,unrelated
362,3974,ইমরান খান শপথ অনুষ্ঠান মোদী:,unrelated
363,4447,বছর ক্যান্সা আক্রান্ত তিন লাখ মৃত্যু ২ লাখ,unrelated
364,1645,কৃষিখাত যান্ত্রিকীকরণ কমব দারিদ্ আসব খাদ্ স্বয়ংসম্পূর্ণ,unrelated
365,3471,ফয়জু উগ্রবাদী ভিডি সরবরাহ ক সোহাগ,unrelated
366,167,বাংলাদাশ ঐতিহ্য সংস্কৃতি মুগ্ধ নেদারল্যান্ড কূটনৈতিক কম্যুনি,unrelated
367,4322,ঠাকুরগাঁও হত্ মামলা এক মৃত্যুদণ্ড,unrelated
368,2120,মিরপু ইনডো স্টেডিয়াম রাইজ এবাভ অল ১২ জানুয়ারি,unrelated
369,3851,যাত্ করলো দাশ সর্ববৃহৎ ইপিজেড,unrelated
370,2200,বৈশ্বিক বাণিজ্য সম্প্রসারণ সুবিধা বাড়া হবে: বাণিজ্যমন্ত্রী,unrelated
371,429,ব্রাজিল চা ড্ সার্বিয়া জ,unrelated
372,3782,পাঞ্জাবকাশ্মীর আত্মঘাতী হামলা পরিকল্প সন্ত্রাসী,unrelated
373,593,বিশ্ব বঙ্গবন্ধু পরিবার ক্রীড়ামোদী পরি নেই: খালিদ,unrelated
374,1690,বাদুড় শব্দ পান দৃষ্টিহীন,unrelated
375,781,ভারত সফ শাষ দাশ ফির হুসেইন মুহম্মদ এরশাদ,unrelated
376,3323,জর্জিয়া স্টেট আওয়ামী লীগ ত্রিবার্ষিক সম্মেলন অনুষ্ঠিত,unrelated
377,4480,পারমাণবিক নিরস্ত্রীকরণ উ. কোরিয়া সময়সীমা বেঁধ দেয়া হয়নি : ট্রাম্প,agree
378,4070,নেদারল্যান্ড মুজিবনগ দিবস পালিত,unrelated
379,995,বাজেট গরিব আরো গরিব ধনীদ আরো ধনী করবে: বিএন,unrelated
380,3658,ডিম খাব,unrelated
381,4490,বাড্ডা রাজধানী তিন থানা ও রদবদল,agree
382,3491,গাজীপুর নির্বাচন ভবিষ্য বিজয়ী হ পথ দেখাবে: প্রধানমন্ত্রী,unrelated
383,1408,বি খব জানি না: তামান্,unrelated
384,962,যশোর দুদল ডাকা বন্দুকযুদ্ধ নি ২,unrelated
385,1067,প্রধানমন্ত্রী গণসংবর্ধ,unrelated
386,2790,বাংলা একাডেমি দ্বিজ শর্মা মরদেহ,agree
387,2771,ইমরান ও হামলা : প্রতিবেদন দাখিল ২৪ এপ্রিল,agree
388,4170,রাজধানী ধানমন্ডি ভ পড় ৩ শ্রমি মৃত্যু,agree
389,558,চাদ বোকো হারাম হামলা নি ১৮ অপহৃত ১০,agree
390,352,মহাকাশ স্বপ্নযাত্,agree
391,1606,বোলিং বাংলাদাশ ভালো,unrelated
392,808,কানাডা ঈদুল বিপুল উৎসাহ ফিত পালিত,unrelated
393,177,বিশ্বকাপ ছিট গে মেক্সিকান ডিফেন্ডা রেয়েস,unrelated
394,1616,কাউখালী জাতী ছাত্ সমাজ কলেজ কমি গঠন,agree
395,3471,ট্রাম্প মধ্যপ্রাচ্য শান্তি পরিকল্প মান নাব সৌদি আর,agree
396,3047,বাংলাদেশ সরকার গুড ডে: আবদুল মুহিত,agree
